# stan_version_major = 2
# stan_version_minor = 14
# stan_version_patch = 0
# model = model_model
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = data.R
# init = 2 (Default)
# random
#   seed = 4087703769
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta1.1,theta1.2,theta1.3,theta1.4,lambda.1,lambda.2,sigma,V0.1,V0.2,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6
# Adaptation terminated
# Step size = 0.0148212
# Diagonal elements of inverse mass matrix:
# 0.0218095, 0.718346, 0.0215487, 0.0739149, 0.0149962, 0.31435, 0.0221287, 0.028735, 0.0363412
110.722,0.935732,0.0148212,7,224,1,-108.924,0.191113,1.70941,0.405593,1.20795,0.466009,1.14212,0.00951714,0.0340834,0.0165445,0.191113,1.70941,0.466009,0.405593,1.20795,1.14212
107.532,0.499967,0.0148212,7,127,0,-105.186,0.188043,1.72934,0.412801,0.994401,0.445465,1.11111,0.00945865,0.0327889,0.0160405,0.188043,1.72934,0.445465,0.412801,0.994401,1.11111
110.441,0.989991,0.0148212,8,511,0,-105.279,0.219393,2.52392,0.347227,0.601771,0.578425,0.0557087,0.00938833,0.0272744,0.0158043,0.219393,2.52392,0.578425,0.347227,0.601771,0.0557087
112.075,0.951201,0.0148212,8,255,0,-108.091,0.252001,2.38816,0.362918,0.822016,0.685343,0.597435,0.00875228,0.0243016,0.0182096,0.252001,2.38816,0.685343,0.362918,0.822016,0.597435
112.096,0.998318,0.0148212,7,191,0,-108.949,0.24581,2.56934,0.34633,0.763229,0.683526,0.446785,0.00931665,0.0259507,0.0200382,0.24581,2.56934,0.683526,0.34633,0.763229,0.446785
111.739,0.975155,0.0148212,6,119,0,-108.582,0.246495,1.99411,0.342524,0.642804,0.597241,0.133221,0.00958967,0.0247397,0.0182385,0.246495,1.99411,0.597241,0.342524,0.642804,0.133221
109.844,0.998801,0.0148212,7,255,0,-107.931,0.240469,2.55857,0.307424,0.471418,0.668907,-0.431683,0.0089191,0.028088,0.01748,0.240469,2.55857,0.668907,0.307424,0.471418,-0.431683
108.147,0.972306,0.0148212,8,255,0,-103.217,0.213697,1.39087,0.279287,0.493454,0.592323,-0.424326,0.0108566,0.0342281,0.022155,0.213697,1.39087,0.592323,0.279287,0.493454,-0.424326
106.065,0.986359,0.0148212,8,255,0,-102.651,0.202523,1.91882,0.288276,0.541323,0.443748,-0.280014,0.0134506,0.0293179,0.0220041,0.202523,1.91882,0.443748,0.288276,0.541323,-0.280014
109.515,0.984672,0.0148212,7,127,0,-103.956,0.22693,1.91972,0.28714,0.505007,0.618672,-0.359677,0.012315,0.0304777,0.0220789,0.22693,1.91972,0.618672,0.28714,0.505007,-0.359677
109.877,0.998182,0.0148212,8,255,0,-106.152,0.202549,1.80995,0.286887,0.439128,0.475601,-0.561549,0.00830524,0.0321988,0.0213076,0.202549,1.80995,0.475601,0.286887,0.439128,-0.561549
110.017,0.997721,0.0148212,8,255,0,-105.67,0.195727,3.58853,0.28673,0.449614,0.460875,-0.545802,0.00846324,0.0309137,0.0205848,0.195727,3.58853,0.460875,0.28673,0.449614,-0.545802
107.906,0.950904,0.0148212,8,255,0,-104.6,0.184964,1.79784,0.297874,0.509929,0.415788,-0.341837,0.0119321,0.0335525,0.0208919,0.184964,1.79784,0.415788,0.297874,0.509929,-0.341837
108.186,0.982791,0.0148212,8,255,0,-105.241,0.189003,1.5118,0.291613,0.503171,0.413665,-0.360348,0.0117431,0.0335799,0.0207098,0.189003,1.5118,0.413665,0.291613,0.503171,-0.360348
104.981,0.990767,0.0148212,7,127,0,-102.478,0.187865,3.17318,0.277593,0.612959,0.528225,-0.139475,0.0112949,0.0393212,0.0241876,0.187865,3.17318,0.528225,0.277593,0.612959,-0.139475
107.911,0.963152,0.0148212,9,511,0,-99.5713,0.298384,0.604629,0.303743,0.426581,0.712714,-0.598229,0.0100904,0.0212767,0.0174757,0.298384,0.604629,0.712714,0.303743,0.426581,-0.598229
109.463,0.977821,0.0148212,8,255,0,-103.874,0.259074,0.457318,0.305398,0.535946,0.477559,-0.258067,0.0107525,0.0248067,0.0204398,0.259074,0.457318,0.477559,0.305398,0.535946,-0.258067
114.872,0.960733,0.0148212,8,255,0,-109.353,0.303764,0.437923,0.359044,0.678204,0.610245,0.296823,0.00648414,0.0210751,0.0168622,0.303764,0.437923,0.610245,0.359044,0.678204,0.296823
112.907,0.621112,0.0148212,7,127,0,-107.043,0.311146,0.417171,0.352614,0.727237,0.622471,0.381166,0.00691312,0.0222036,0.0188317,0.311146,0.417171,0.622471,0.352614,0.727237,0.381166
113.249,0.992299,0.0148212,7,255,0,-110.389,0.275552,0.584461,0.360207,0.781202,0.572394,0.492124,0.00697888,0.0223092,0.0181005,0.275552,0.584461,0.572394,0.360207,0.781202,0.492124
113.233,0.956478,0.0148212,6,63,0,-111.291,0.292237,0.469463,0.369386,0.823799,0.627136,0.567884,0.00710701,0.024146,0.0175372,0.292237,0.469463,0.627136,0.369386,0.823799,0.567884
110.339,0.940017,0.0148212,7,255,0,-105.965,0.279268,0.378426,0.340447,0.926535,0.469714,0.54608,0.0083951,0.0235257,0.0203405,0.279268,0.378426,0.469714,0.340447,0.926535,0.54608
112.793,0.973848,0.0148212,7,255,0,-107.004,0.288726,0.506408,0.344098,0.754757,0.650172,0.364649,0.00798184,0.0240725,0.0190848,0.288726,0.506408,0.650172,0.344098,0.754757,0.364649
113.937,0.834231,0.0148212,7,230,1,-108.543,0.267817,0.787225,0.396551,0.750847,0.61441,0.616567,0.00925693,0.0226559,0.0149798,0.267817,0.787225,0.61441,0.396551,0.750847,0.616567
114.327,0.874032,0.0148212,7,255,0,-111.895,0.284279,0.662521,0.376265,0.818146,0.645533,0.562862,0.00904608,0.0227341,0.0162778,0.284279,0.662521,0.645533,0.376265,0.818146,0.562862
112.428,0.873614,0.0148212,5,63,0,-108.957,0.28697,0.539826,0.369372,0.830372,0.656996,0.555191,0.00903671,0.0236561,0.0168597,0.28697,0.539826,0.656996,0.369372,0.830372,0.555191
111.182,0.994606,0.0148212,8,255,0,-105.169,0.211167,2.13074,0.40504,0.652904,0.537793,0.434903,0.00791421,0.0316857,0.0137072,0.211167,2.13074,0.537793,0.40504,0.652904,0.434903
112.789,0.947813,0.0148212,8,255,0,-106.811,0.243734,2.95802,0.400351,0.936761,0.689951,0.930814,0.00857698,0.0271448,0.0172457,0.243734,2.95802,0.689951,0.400351,0.936761,0.930814
113.751,0.997465,0.0148212,7,255,0,-110.115,0.225148,4.53325,0.402422,0.997062,0.566286,0.935323,0.00741266,0.0265331,0.0154769,0.225148,4.53325,0.566286,0.402422,0.997062,0.935323
114.393,0.904638,0.0148212,8,255,0,-109.857,0.275722,2.03264,0.469219,0.894712,0.754092,1.13297,0.00879669,0.0213917,0.0105213,0.275722,2.03264,0.754092,0.469219,0.894712,1.13297
115.883,0.294819,0.0148212,9,511,0,-105.424,0.238661,2.73567,0.385914,0.933679,0.645896,0.788141,0.00782506,0.0265029,0.0166348,0.238661,2.73567,0.645896,0.385914,0.933679,0.788141
114.996,0.395909,0.0148212,7,127,0,-110.491,0.23784,2.63618,0.385425,0.923881,0.649905,0.791124,0.00782915,0.0264347,0.0166915,0.23784,2.63618,0.649905,0.385425,0.923881,0.791124
114.018,0.112364,0.0148212,8,511,0,-107.992,0.24138,2.35411,0.401015,0.901335,0.622124,0.842514,0.00772179,0.02666,0.0163048,0.24138,2.35411,0.622124,0.401015,0.901335,0.842514
111.157,0.986201,0.0148212,8,255,0,-104.641,0.296877,1.6558,0.353964,0.751153,0.802598,0.379683,0.0114729,0.0190031,0.0173832,0.296877,1.6558,0.802598,0.353964,0.751153,0.379683
115.234,0.997761,0.0148212,7,255,0,-108.747,0.270098,2.16553,0.382091,0.819966,0.750312,0.604843,0.00857334,0.0235364,0.0160511,0.270098,2.16553,0.750312,0.382091,0.819966,0.604843
114.384,0.722273,0.0148212,5,63,0,-109.975,0.264922,2.59239,0.377701,0.805152,0.735837,0.541401,0.00867013,0.0226733,0.0154495,0.264922,2.59239,0.735837,0.377701,0.805152,0.541401
114.662,0.998696,0.0148212,7,223,0,-110.434,0.262675,1.13581,0.362679,0.590466,0.677906,0.0808288,0.00742894,0.0241975,0.0151085,0.262675,1.13581,0.677906,0.362679,0.590466,0.0808288
110.289,0.986096,0.0148212,7,191,0,-108.172,0.25128,1.14833,0.342764,0.833319,0.587589,0.462758,0.00857081,0.0229383,0.0189734,0.25128,1.14833,0.587589,0.342764,0.833319,0.462758
109.846,0.988666,0.0148212,8,255,0,-104.797,0.250244,3.0442,0.402537,0.579933,0.711634,0.207183,0.00949019,0.0264073,0.0125152,0.250244,3.0442,0.711634,0.402537,0.579933,0.207183
110.615,0.96236,0.0148212,7,223,0,-104.381,0.26302,0.562401,0.340799,0.819898,0.5346,0.422578,0.00872685,0.026488,0.020387,0.26302,0.562401,0.5346,0.340799,0.819898,0.422578
112.391,0.866892,0.0148212,7,255,0,-104.565,0.247352,0.794654,0.398596,0.903997,0.534417,0.803285,0.00973911,0.0265851,0.0159734,0.247352,0.794654,0.534417,0.398596,0.903997,0.803285
111.524,0.98567,0.0148212,7,255,0,-107.067,0.265414,1.42444,0.417554,1.10403,0.651424,1.114,0.0100649,0.0234849,0.0157932,0.265414,1.42444,0.651424,0.417554,1.10403,1.114
109.751,0.618107,0.0148212,6,127,0,-106.386,0.261348,1.15797,0.395383,1.1142,0.681642,0.994954,0.0108213,0.0235267,0.0156146,0.261348,1.15797,0.681642,0.395383,1.1142,0.994954
109.084,0.501706,0.0148212,7,255,0,-104.308,0.217188,5.3186,0.381596,0.624951,0.593427,0.315415,0.0114254,0.0304608,0.0158518,0.217188,5.3186,0.593427,0.381596,0.624951,0.315415
109.916,0.899359,0.0148212,8,255,0,-104.184,0.28641,0.561056,0.35285,0.752447,0.60754,0.462298,0.00736024,0.02192,0.019257,0.28641,0.561056,0.60754,0.35285,0.752447,0.462298
112.384,0.999004,0.0148212,8,511,0,-107.817,0.337408,0.356808,0.371526,0.631909,0.610642,0.228044,0.00717318,0.0189275,0.0155908,0.337408,0.356808,0.610642,0.371526,0.631909,0.228044
114.325,0.999533,0.0148212,7,255,0,-107.696,0.262283,0.65996,0.34701,0.610743,0.611128,0.117763,0.00870195,0.0263183,0.017377,0.262283,0.65996,0.611128,0.34701,0.610743,0.117763
115.024,0.996271,0.0148212,8,255,0,-112.652,0.257501,2.16302,0.311976,0.532435,0.695703,-0.211369,0.00695416,0.0242889,0.019764,0.257501,2.16302,0.695703,0.311976,0.532435,-0.211369
112.192,0.948711,0.0148212,7,127,0,-110.338,0.275097,4.78044,0.31597,0.577788,0.784999,-0.0569903,0.00705834,0.0216346,0.0203515,0.275097,4.78044,0.784999,0.31597,0.577788,-0.0569903
114.659,0.958767,0.0148212,8,255,0,-106.913,0.251072,0.973603,0.369687,0.720947,0.632681,0.426195,0.00714269,0.0276345,0.0170826,0.251072,0.973603,0.632681,0.369687,0.720947,0.426195
112.229,0.937639,0.0148212,8,255,0,-108.636,0.199502,2.66037,0.398963,0.782432,0.547618,0.642527,0.00750723,0.0341136,0.0149916,0.199502,2.66037,0.547618,0.398963,0.782432,0.642527
114.659,0.944856,0.0148212,8,255,0,-108.571,0.23172,3.09776,0.451798,0.996501,0.631287,1.20632,0.00904327,0.028148,0.0132864,0.23172,3.09776,0.631287,0.451798,0.996501,1.20632
113.227,0.666763,0.0148212,7,127,0,-111.256,0.21637,2.0442,0.444207,0.772934,0.580377,0.8621,0.00921751,0.0299696,0.0118641,0.21637,2.0442,0.580377,0.444207,0.772934,0.8621
109.708,0.99815,0.0148212,6,63,0,-107.235,0.209576,6.23652,0.442383,0.723574,0.583849,0.693876,0.00900016,0.0315826,0.0112237,0.209576,6.23652,0.583849,0.442383,0.723574,0.693876
110.504,0.914178,0.0148212,7,127,0,-105.526,0.284923,0.588192,0.371751,0.909169,0.662275,0.715265,0.00694847,0.0237733,0.0184836,0.284923,0.588192,0.662275,0.371751,0.909169,0.715265
112.751,0.383891,0.0148212,6,63,0,-104.988,0.285846,0.797161,0.373239,0.74231,0.638483,0.478632,0.00787176,0.0203437,0.0162372,0.285846,0.797161,0.638483,0.373239,0.74231,0.478632
111.049,0.994089,0.0148212,8,255,0,-106.351,0.285382,1.18385,0.358384,0.642687,0.771369,0.198788,0.00609728,0.0216319,0.0158729,0.285382,1.18385,0.771369,0.358384,0.642687,0.198788
107.401,0.734205,0.0148212,8,255,0,-104.047,0.203655,1.31314,0.429159,0.827714,0.482532,0.798438,0.0128996,0.0307599,0.0119141,0.203655,1.31314,0.482532,0.429159,0.827714,0.798438
115.337,0.937044,0.0148212,8,255,0,-105.928,0.258726,4.1366,0.375324,0.790333,0.70041,0.571081,0.00755989,0.0229462,0.0166734,0.258726,4.1366,0.70041,0.375324,0.790333,0.571081
114.085,0.7787,0.0148212,8,511,0,-110.974,0.292494,0.558647,0.420567,0.739659,0.655522,0.658432,0.0091524,0.0224194,0.0128732,0.292494,0.558647,0.655522,0.420567,0.739659,0.658432
112.98,0.902313,0.0148212,6,110,1,-107.982,0.305447,0.463037,0.400836,0.768628,0.645161,0.606716,0.0101635,0.0220173,0.0142445,0.305447,0.463037,0.645161,0.400836,0.768628,0.606716
113.982,0.916793,0.0148212,8,255,0,-110.49,0.273899,0.685374,0.390317,0.706312,0.609372,0.463189,0.00921349,0.0223852,0.0145899,0.273899,0.685374,0.609372,0.390317,0.706312,0.463189
114.133,0.97411,0.0148212,8,255,0,-111.015,0.269334,2.52574,0.370939,0.816746,0.699977,0.57892,0.00757157,0.0216607,0.0171619,0.269334,2.52574,0.699977,0.370939,0.816746,0.57892
114.032,0.874174,0.0148212,7,255,0,-109.685,0.241735,1.85448,0.380045,0.81356,0.667276,0.600587,0.00869627,0.0287623,0.0168427,0.241735,1.85448,0.667276,0.380045,0.81356,0.600587
113.323,0.921854,0.0148212,7,255,0,-109.107,0.21938,2.72539,0.368212,0.69302,0.547338,0.327071,0.00888661,0.0269585,0.0154771,0.21938,2.72539,0.547338,0.368212,0.69302,0.327071
113.698,0.924715,0.0148212,7,127,0,-108.937,0.224705,1.28716,0.372057,0.670157,0.545765,0.363824,0.00911815,0.0281928,0.0164153,0.224705,1.28716,0.545765,0.372057,0.670157,0.363824
111.76,0.929472,0.0148212,5,63,0,-107.386,0.228747,1.32576,0.362614,0.708122,0.52785,0.304724,0.00906222,0.0270207,0.0156244,0.228747,1.32576,0.52785,0.362614,0.708122,0.304724
113.936,0.828947,0.0148212,6,127,0,-108.85,0.233132,1.95095,0.362868,0.675603,0.608699,0.254591,0.00847993,0.0276474,0.0154242,0.233132,1.95095,0.608699,0.362868,0.675603,0.254591
115.453,0.95827,0.0148212,7,223,0,-112.942,0.249531,2.72395,0.407191,0.876058,0.659484,0.870142,0.0083441,0.0243969,0.0154285,0.249531,2.72395,0.659484,0.407191,0.876058,0.870142
114.972,0.999844,0.0148212,6,127,0,-113.564,0.263226,2.64129,0.404719,0.861545,0.720511,0.839418,0.00918836,0.0229546,0.0154449,0.263226,2.64129,0.720511,0.404719,0.861545,0.839418
114.829,0.990308,0.0148212,7,255,0,-112.228,0.283954,3.23974,0.425847,0.837692,0.783689,0.847522,0.00869967,0.0202332,0.0129804,0.283954,3.23974,0.783689,0.425847,0.837692,0.847522
115.491,0.899571,0.0148212,8,255,0,-110.951,0.273259,1.18106,0.404488,0.731773,0.677648,0.57374,0.0077128,0.0220497,0.0138083,0.273259,1.18106,0.677648,0.404488,0.731773,0.57374
114.017,0.954625,0.0148212,7,255,0,-110.934,0.306606,0.398463,0.411308,1.01072,0.585438,1.02945,0.00891416,0.0210499,0.0153457,0.306606,0.398463,0.585438,0.411308,1.01072,1.02945
115.035,0.962175,0.0148212,8,255,0,-112.291,0.232343,5.35449,0.391465,0.822891,0.63561,0.682555,0.00683163,0.0265186,0.0153831,0.232343,5.35449,0.63561,0.391465,0.822891,0.682555
115.404,0.806027,0.0148212,7,127,0,-112.033,0.244544,1.85482,0.401678,0.769132,0.645009,0.629731,0.00631458,0.0264122,0.0146636,0.244544,1.85482,0.645009,0.401678,0.769132,0.629731
116.773,0.985488,0.0148212,7,127,0,-111.663,0.239758,3.00453,0.398635,0.812569,0.656157,0.719149,0.00777323,0.0261637,0.0152868,0.239758,3.00453,0.656157,0.398635,0.812569,0.719149
115.758,0.953337,0.0148212,7,255,0,-113.55,0.239451,3.20656,0.405069,0.939352,0.658206,0.892874,0.00802526,0.0272405,0.0158715,0.239451,3.20656,0.658206,0.405069,0.939352,0.892874
112.569,0.999686,0.0148212,7,127,0,-111.128,0.249718,0.460377,0.392059,0.693331,0.492414,0.4374,0.0064534,0.0287199,0.0142949,0.249718,0.460377,0.492414,0.392059,0.693331,0.4374
106.94,0.876874,0.0148212,7,127,0,-102.587,0.254973,0.362603,0.38723,0.865789,0.436899,0.702338,0.0061799,0.0270705,0.0152531,0.254973,0.362603,0.436899,0.38723,0.865789,0.702338
114.776,0.999689,0.0148212,7,127,0,-106.061,0.276339,0.415443,0.40663,0.823297,0.528308,0.769077,0.00721068,0.0238458,0.0143172,0.276339,0.415443,0.528308,0.40663,0.823297,0.769077
111.659,0.868065,0.0148212,7,135,1,-105.677,0.258493,0.765758,0.430059,1.07359,0.626195,1.24093,0.00795851,0.0248184,0.0145891,0.258493,0.765758,0.626195,0.430059,1.07359,1.24093
111.568,0.996246,0.0148212,7,127,0,-108.668,0.250883,0.764135,0.429334,0.697912,0.581322,0.631545,0.0107443,0.0261303,0.0121168,0.250883,0.764135,0.581322,0.429334,0.697912,0.631545
112.239,0.91167,0.0148212,8,383,0,-105.17,0.245908,0.663358,0.387301,0.679718,0.522231,0.359822,0.0094913,0.0258144,0.013958,0.245908,0.663358,0.522231,0.387301,0.679718,0.359822
112.597,0.925629,0.0148212,8,255,0,-109.706,0.270516,0.53145,0.385078,0.854885,0.573878,0.690129,0.00699922,0.0255862,0.0162638,0.270516,0.53145,0.573878,0.385078,0.854885,0.690129
113.374,0.915525,0.0148212,7,255,0,-108.221,0.239671,0.775275,0.407636,0.768731,0.555486,0.710405,0.00970027,0.0279394,0.0146823,0.239671,0.775275,0.555486,0.407636,0.768731,0.710405
112.68,0.92271,0.0148212,7,189,0,-109,0.249952,0.608777,0.331005,0.681818,0.526292,0.192213,0.0100341,0.0271208,0.0198427,0.249952,0.608777,0.526292,0.331005,0.681818,0.192213
113.608,0.953968,0.0148212,8,255,0,-108.542,0.216917,2.42197,0.355372,0.59269,0.560735,0.0604861,0.00781523,0.0304163,0.0161253,0.216917,2.42197,0.560735,0.355372,0.59269,0.0604861
111.522,0.982536,0.0148212,8,255,0,-106.211,0.241912,2.71165,0.344018,0.784884,0.613495,0.395176,0.00769819,0.0260407,0.019456,0.241912,2.71165,0.613495,0.344018,0.784884,0.395176
112.099,0.998667,0.0148212,7,127,0,-106.55,0.242218,2.60212,0.344254,0.794754,0.621043,0.397796,0.00761216,0.026207,0.0196685,0.242218,2.60212,0.621043,0.344254,0.794754,0.397796
116.299,0.999721,0.0148212,7,255,0,-110.794,0.261551,2.23349,0.368546,0.689203,0.709267,0.348097,0.00779171,0.0239968,0.0161806,0.261551,2.23349,0.709267,0.368546,0.689203,0.348097
113.637,0.978323,0.0148212,7,127,0,-110.957,0.271975,2.02386,0.371292,0.820964,0.744433,0.605364,0.00685815,0.0224347,0.0177061,0.271975,2.02386,0.744433,0.371292,0.820964,0.605364
115.457,0.998289,0.0148212,7,127,0,-112.857,0.273358,2.74948,0.381587,0.766505,0.745084,0.552773,0.00725838,0.0221261,0.0161257,0.273358,2.74948,0.745084,0.381587,0.766505,0.552773
112.712,0.994957,0.0148212,8,255,0,-110.958,0.209585,1.4482,0.339704,0.566538,0.528441,-0.0286642,0.00956263,0.0314069,0.0170821,0.209585,1.4482,0.528441,0.339704,0.566538,-0.0286642
114.178,0.910501,0.0148212,8,255,0,-109.635,0.224247,2.71704,0.400381,0.880636,0.607872,0.855968,0.00807628,0.0283695,0.0158936,0.224247,2.71704,0.607872,0.400381,0.880636,0.855968
114.307,0.912813,0.0148212,8,287,0,-111.283,0.261966,1.67373,0.35352,0.684303,0.68435,0.276992,0.00842071,0.0248086,0.0181054,0.261966,1.67373,0.68435,0.35352,0.684303,0.276992
112.991,0.917768,0.0148212,8,303,0,-108.746,0.254834,1.82681,0.484974,0.973286,0.680301,1.34625,0.0084872,0.0246242,0.0109977,0.254834,1.82681,0.680301,0.484974,0.973286,1.34625
107.836,0.973812,0.0148212,8,511,0,-105.569,0.339736,2.61885,0.362873,0.697931,0.956406,0.348273,0.0102727,0.0161091,0.0177457,0.339736,2.61885,0.956406,0.362873,0.697931,0.348273
111.607,0.717596,0.0148212,8,255,0,-101.081,0.261182,0.46037,0.345943,0.609986,0.517274,0.0821962,0.0088976,0.0254664,0.0161993,0.261182,0.46037,0.517274,0.345943,0.609986,0.0821962
116.04,0.910839,0.0148212,8,255,0,-110.967,0.266296,0.857332,0.3876,0.822579,0.627173,0.646399,0.00670764,0.0237366,0.0157348,0.266296,0.857332,0.627173,0.3876,0.822579,0.646399
113.598,0.699017,0.0148212,8,255,0,-110.643,0.20781,2.6482,0.452964,0.900868,0.523733,1.06752,0.00972336,0.0306993,0.0121367,0.20781,2.6482,0.523733,0.452964,0.900868,1.06752
113.013,0.844596,0.0148212,7,255,0,-109.753,0.219433,3.04329,0.414821,1.11983,0.573593,1.1253,0.00968063,0.0303179,0.0165779,0.219433,3.04329,0.573593,0.414821,1.11983,1.1253
114.256,0.857541,0.0148212,8,447,0,-108.751,0.281117,1.75086,0.361474,0.751388,0.758067,0.426051,0.00781832,0.0224573,0.017925,0.281117,1.75086,0.758067,0.361474,0.751388,0.426051
114.837,0.937009,0.0148212,7,127,0,-111.095,0.273325,0.926765,0.382667,0.67222,0.678595,0.350915,0.00644306,0.0229044,0.0145376,0.273325,0.926765,0.678595,0.382667,0.67222,0.350915
116.386,0.965014,0.0148212,7,159,0,-107.688,0.261113,3.31095,0.391383,0.787013,0.73958,0.625979,0.0080001,0.0241668,0.0154658,0.261113,3.31095,0.73958,0.391383,0.787013,0.625979
115.802,0.979743,0.0148212,7,127,0,-113.098,0.260915,3.16178,0.386391,0.729668,0.698326,0.496911,0.00696578,0.0221738,0.0148588,0.260915,3.16178,0.698326,0.386391,0.729668,0.496911
112.461,0.97076,0.0148212,6,63,0,-111.981,0.27485,3.21003,0.382182,0.651153,0.800002,0.292708,0.00691432,0.0222713,0.013974,0.27485,3.21003,0.800002,0.382182,0.651153,0.292708
115.372,0.528954,0.0148212,7,255,0,-105.941,0.248236,1.5392,0.382468,0.771509,0.667602,0.562861,0.00934973,0.0266204,0.0160495,0.248236,1.5392,0.667602,0.382468,0.771509,0.562861
114.741,0.992148,0.0148212,7,255,0,-113.689,0.256473,1.36158,0.378706,0.952916,0.630528,0.76459,0.00845393,0.0236168,0.0169878,0.256473,1.36158,0.630528,0.378706,0.952916,0.76459
113.614,0.769294,0.0148212,7,255,0,-110.327,0.302147,1.40475,0.415224,0.740984,0.817201,0.655327,0.00799706,0.0195714,0.0132977,0.302147,1.40475,0.817201,0.415224,0.740984,0.655327
112.994,0.658116,0.0148212,6,63,0,-105.073,0.312245,1.32248,0.398594,0.889343,0.832484,0.786057,0.00740893,0.0184058,0.0150797,0.312245,1.32248,0.832484,0.398594,0.889343,0.786057
114.778,0.945987,0.0148212,8,255,0,-106.286,0.249385,1.2448,0.4456,0.862565,0.610316,0.974867,0.00819981,0.0239928,0.0115067,0.249385,1.2448,0.610316,0.4456,0.862565,0.974867
113.305,0.941845,0.0148212,8,255,0,-109.41,0.216045,2.85633,0.421197,1.1542,0.516582,1.18515,0.00853098,0.0281699,0.0150941,0.216045,2.85633,0.516582,0.421197,1.1542,1.18515
111.711,0.839225,0.0148212,7,127,0,-106.987,0.222067,3.55045,0.4388,0.813606,0.59623,0.804829,0.00829925,0.0296667,0.0119233,0.222067,3.55045,0.59623,0.4388,0.813606,0.804829
112.394,0.998109,0.0148212,4,31,0,-109.679,0.217721,3.33625,0.439845,0.805076,0.612386,0.903829,0.00830643,0.0291064,0.0122521,0.217721,3.33625,0.612386,0.439845,0.805076,0.903829
113.706,0.96722,0.0148212,6,95,0,-109.961,0.237622,2.0971,0.441534,0.90277,0.612154,1.00746,0.00798533,0.0274288,0.0129753,0.237622,2.0971,0.612154,0.441534,0.90277,1.00746
113.922,0.924171,0.0148212,7,195,0,-110.948,0.239625,2.0106,0.358508,0.805253,0.60987,0.471709,0.00855769,0.0270057,0.0182701,0.239625,2.0106,0.60987,0.358508,0.805253,0.471709
113.285,0.744638,0.0148212,7,175,0,-110.867,0.244492,1.40635,0.356392,0.801151,0.650508,0.523574,0.008845,0.0268911,0.0192007,0.244492,1.40635,0.650508,0.356392,0.801151,0.523574
109.106,0.999845,0.0148212,7,255,0,-106.407,0.231927,2.55549,0.364815,0.682762,0.586595,0.303572,0.0136905,0.0270657,0.0163489,0.231927,2.55549,0.586595,0.364815,0.682762,0.303572
111.434,0.910694,0.0148212,7,127,0,-105.538,0.228678,3.27812,0.381614,0.640098,0.634541,0.296546,0.010565,0.0282705,0.0151933,0.228678,3.27812,0.634541,0.381614,0.640098,0.296546
112.375,0.963278,0.0148212,8,255,0,-108.22,0.280585,0.997342,0.353797,0.764727,0.701603,0.407329,0.007826,0.0234581,0.0189053,0.280585,0.997342,0.701603,0.353797,0.764727,0.407329
113.638,0.999499,0.0148212,6,111,0,-111.171,0.271781,0.880331,0.347964,0.694667,0.65935,0.29144,0.00823274,0.0220648,0.0179862,0.271781,0.880331,0.65935,0.347964,0.694667,0.29144
113.908,0.86359,0.0148212,8,255,0,-108.907,0.227745,1.75446,0.409343,0.848435,0.558422,0.836027,0.00944107,0.0276922,0.0153638,0.227745,1.75446,0.558422,0.409343,0.848435,0.836027
111.708,0.982436,0.0148212,7,215,0,-109.281,0.227799,2.1772,0.441275,0.935306,0.597656,1.12092,0.0112875,0.0290583,0.0143086,0.227799,2.1772,0.597656,0.441275,0.935306,1.12092
110.953,0.714549,0.0148212,8,255,0,-107.205,0.251199,3.85995,0.422951,0.834372,0.661859,0.866909,0.0105717,0.0233857,0.014024,0.251199,3.85995,0.661859,0.422951,0.834372,0.866909
