# stan_version_major = 2
# stan_version_minor = 14
# stan_version_patch = 0
# model = model_model
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = data.R
# init = 2 (Default)
# random
#   seed = 4087703769
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta1.1,theta1.2,theta1.3,theta1.4,lambda.1,lambda.2,sigma,V0.1,V0.2,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6
# Adaptation terminated
# Step size = 0.0148212
# Diagonal elements of inverse mass matrix:
# 0.0218095, 0.718346, 0.0215487, 0.0739149, 0.0149962, 0.31435, 0.0221287, 0.028735, 0.0363412
111.054,0.843358,0.0148212,8,511,0,-103.18,0.234357,0.715399,0.434437,1.00991,0.531766,1.09573,0.00939115,0.0274633,0.0127259,0.234357,0.715399,0.531766,0.434437,1.00991,1.09573
111.13,0.853575,0.0148212,6,103,0,-107.141,0.228807,0.811118,0.469099,1.0677,0.52878,1.30407,0.00878577,0.030211,0.0114578,0.228807,0.811118,0.52878,0.469099,1.0677,1.30407
108.999,0.312983,0.0148212,9,511,0,-104.041,0.236552,4.85096,0.300776,0.500431,0.612263,-0.309305,0.00951458,0.0264464,0.0222509,0.236552,4.85096,0.612263,0.300776,0.500431,-0.309305
108.01,0.991568,0.0148212,8,255,0,-104.328,0.273004,0.78469,0.31791,0.443089,0.634319,-0.469123,0.0105674,0.0230539,0.0188067,0.273004,0.78469,0.634319,0.31791,0.443089,-0.469123
111.478,0.985112,0.0148212,7,255,0,-105.333,0.250802,3.08587,0.307569,0.526881,0.671593,-0.190536,0.00958157,0.0258247,0.0210648,0.250802,3.08587,0.671593,0.307569,0.526881,-0.190536
113.626,0.999378,0.0148212,4,23,0,-109.028,0.248219,2.89614,0.304079,0.541968,0.678134,-0.232407,0.00957334,0.0256868,0.0205611,0.248219,2.89614,0.678134,0.304079,0.541968,-0.232407
112.876,0.871782,0.0148212,8,255,0,-107.764,0.268077,3.96014,0.360011,0.59312,0.747647,0.132088,0.00834475,0.0215533,0.0157913,0.268077,3.96014,0.747647,0.360011,0.59312,0.132088
110.39,0.973576,0.0148212,8,255,0,-106.073,0.209043,1.04023,0.38486,0.945318,0.478799,0.860625,0.0103862,0.0324791,0.0188275,0.209043,1.04023,0.478799,0.38486,0.945318,0.860625
114.633,0.988881,0.0148212,7,127,0,-108.571,0.217331,3.86819,0.39921,0.750823,0.568345,0.613287,0.00914787,0.0293981,0.0149666,0.217331,3.86819,0.568345,0.39921,0.750823,0.613287
116.297,0.99925,0.0148212,8,255,0,-113.634,0.259739,1.32737,0.367782,0.696095,0.65765,0.361186,0.00702034,0.0233596,0.0161118,0.259739,1.32737,0.65765,0.367782,0.696095,0.361186
116.115,0.984336,0.0148212,8,255,0,-114.372,0.239579,3.87689,0.383617,0.714449,0.660356,0.455,0.00862984,0.0257928,0.0150461,0.239579,3.87689,0.660356,0.383617,0.714449,0.455
112.312,0.970918,0.0148212,7,127,0,-110.666,0.23918,6.96622,0.376119,0.664752,0.668731,0.332514,0.00927153,0.0258853,0.0155287,0.23918,6.96622,0.668731,0.376119,0.664752,0.332514
115.771,0.895016,0.0148212,7,127,0,-108.991,0.253692,2.46231,0.375696,0.649239,0.686441,0.2877,0.00757143,0.0247629,0.0154737,0.253692,2.46231,0.686441,0.375696,0.649239,0.2877
113.596,0.978656,0.0148212,7,127,0,-112.083,0.286548,1.73671,0.36599,0.840632,0.778948,0.607212,0.00776421,0.0204788,0.0178938,0.286548,1.73671,0.778948,0.36599,0.840632,0.607212
115.087,0.996386,0.0148212,7,127,0,-112.028,0.238346,1.65274,0.396795,0.693839,0.628295,0.492744,0.00766635,0.0262514,0.0140601,0.238346,1.65274,0.628295,0.396795,0.693839,0.492744
114.136,0.993907,0.0148212,6,95,0,-109.751,0.220655,4.22841,0.362197,0.793791,0.592833,0.475941,0.00697195,0.0294544,0.0175461,0.220655,4.22841,0.592833,0.362197,0.793791,0.475941
115.542,0.98559,0.0148212,7,127,0,-112.789,0.247308,1.66194,0.369557,0.628685,0.638055,0.22138,0.00694997,0.02587,0.0155833,0.247308,1.66194,0.638055,0.369557,0.628685,0.22138
112.972,0.927723,0.0148212,8,255,0,-111.663,0.308828,0.404294,0.390641,0.815724,0.576338,0.604506,0.00926605,0.0212492,0.0148329,0.308828,0.404294,0.576338,0.390641,0.815724,0.604506
111.611,0.999671,0.0148212,8,255,0,-108.868,0.225456,0.79148,0.325955,0.603309,0.512674,-0.014546,0.00734254,0.0311627,0.0183993,0.225456,0.79148,0.512674,0.325955,0.603309,-0.014546
113.593,0.887269,0.0148212,7,231,0,-107.958,0.221209,4.95114,0.420279,0.870873,0.616572,0.938907,0.00888069,0.0286673,0.0145401,0.221209,4.95114,0.616572,0.420279,0.870873,0.938907
113.962,0.944417,0.0148212,8,255,0,-109.832,0.198929,2.32007,0.392127,0.787687,0.494015,0.601111,0.0087191,0.0319387,0.0148392,0.198929,2.32007,0.494015,0.392127,0.787687,0.601111
114.997,0.732805,0.0148212,7,255,0,-111.99,0.206987,2.52406,0.415545,0.863116,0.532173,0.827155,0.00836789,0.0309229,0.0138612,0.206987,2.52406,0.532173,0.415545,0.863116,0.827155
113.69,0.989103,0.0148212,7,127,0,-113.061,0.207149,3.03275,0.415583,0.929628,0.542407,0.894442,0.00880618,0.0320169,0.0142745,0.207149,3.03275,0.542407,0.415583,0.929628,0.894442
112.14,0.944587,0.0148212,7,255,0,-110.631,0.220776,2.16871,0.45573,0.767294,0.575911,0.92556,0.00946549,0.0284384,0.0113821,0.220776,2.16871,0.575911,0.45573,0.767294,0.92556
111.324,0.815722,0.0148212,7,127,0,-108.416,0.224419,3.59274,0.458217,0.835061,0.597995,0.955609,0.00946461,0.0272474,0.0102043,0.224419,3.59274,0.597995,0.458217,0.835061,0.955609
113.659,0.964588,0.0148212,7,127,0,-109.522,0.241057,3.95764,0.435125,0.857132,0.677359,0.899312,0.00916069,0.0259708,0.0120338,0.241057,3.95764,0.677359,0.435125,0.857132,0.899312
108.848,0.927033,0.0148212,8,255,0,-104.579,0.315187,2.45076,0.416553,0.706604,0.870989,0.60775,0.0098641,0.0174585,0.0136799,0.315187,2.45076,0.870989,0.416553,0.706604,0.60775
111.336,0.951825,0.0148212,6,95,0,-106.503,0.317701,2.52547,0.404598,0.749159,0.900961,0.573115,0.00956977,0.0166587,0.0129938,0.317701,2.52547,0.900961,0.404598,0.749159,0.573115
108.78,0.654273,0.0148212,8,511,0,-104.072,0.338602,2.3804,0.350175,0.665635,0.953231,0.275597,0.00852332,0.0157614,0.0188644,0.338602,2.3804,0.953231,0.350175,0.665635,0.275597
113.888,0.99477,0.0148212,8,255,0,-104.211,0.223644,2.63748,0.297434,0.517185,0.60164,-0.327556,0.00871573,0.0287077,0.0199791,0.223644,2.63748,0.60164,0.297434,0.517185,-0.327556
111.408,0.98192,0.0148212,8,255,0,-110.003,0.221358,2.81473,0.311519,0.490393,0.569377,-0.308385,0.00845172,0.0294298,0.0202522,0.221358,2.81473,0.569377,0.311519,0.490393,-0.308385
111.5,0.972999,0.0148212,7,255,0,-105.591,0.24621,1.56683,0.299496,0.504918,0.667358,-0.357988,0.0085855,0.026397,0.018663,0.24621,1.56683,0.667358,0.299496,0.504918,-0.357988
113.169,0.99748,0.0148212,7,255,0,-106.872,0.236451,2.49424,0.307795,0.533067,0.607155,-0.187463,0.00920439,0.0263994,0.0207911,0.236451,2.49424,0.607155,0.307795,0.533067,-0.187463
112.75,0.993102,0.0148212,7,127,0,-109.156,0.232995,1.84882,0.322411,0.482844,0.623357,-0.344593,0.008331,0.0287209,0.0174191,0.232995,1.84882,0.623357,0.322411,0.482844,-0.344593
111.889,0.887981,0.0148212,7,255,0,-105.966,0.291941,3.06407,0.358493,0.765966,0.823574,0.477004,0.0101641,0.020954,0.019013,0.291941,3.06407,0.823574,0.358493,0.765966,0.477004
113.398,0.999588,0.0148212,8,255,0,-107.701,0.269333,2.39409,0.42225,0.704613,0.738001,0.592055,0.0101724,0.0221887,0.0122973,0.269333,2.39409,0.738001,0.42225,0.704613,0.592055
109.179,0.991558,0.0148212,8,255,0,-107.498,0.290211,2.37589,0.420392,1.11303,0.84913,1.19204,0.0111923,0.0222157,0.0163774,0.290211,2.37589,0.84913,0.420392,1.11303,1.19204
114.126,0.996917,0.0148212,7,191,0,-106.841,0.255448,0.987358,0.44909,0.786603,0.634875,0.906909,0.00872057,0.0246954,0.011562,0.255448,0.987358,0.634875,0.44909,0.786603,0.906909
114.913,0.900143,0.0148212,7,255,0,-112.579,0.24594,1.60249,0.425096,0.930672,0.63526,0.932497,0.0090953,0.0259978,0.0132321,0.24594,1.60249,0.63526,0.425096,0.930672,0.932497
111.3,0.788779,0.0148212,7,191,0,-107.942,0.238157,4.41648,0.418384,0.824245,0.635812,0.72023,0.00944798,0.0255076,0.0122062,0.238157,4.41648,0.635812,0.418384,0.824245,0.72023
114.023,0.782392,0.0148212,7,191,0,-107.637,0.213847,2.66891,0.372736,0.719544,0.589408,0.434294,0.00941918,0.0309672,0.0163725,0.213847,2.66891,0.589408,0.372736,0.719544,0.434294
112.31,0.996527,0.0148212,8,255,0,-107.583,0.268743,1.58211,0.315568,0.63188,0.722508,0.0592341,0.00705036,0.0231751,0.0214135,0.268743,1.58211,0.722508,0.315568,0.63188,0.0592341
113.869,0.962238,0.0148212,8,413,0,-109.28,0.279405,2.95231,0.336663,0.566869,0.772275,-0.0747025,0.0083011,0.0208108,0.0168925,0.279405,2.95231,0.772275,0.336663,0.566869,-0.0747025
111.418,0.928755,0.0148212,6,127,0,-106.635,0.271736,3.74839,0.341738,0.737824,0.823702,0.315337,0.0091392,0.024295,0.0193008,0.271736,3.74839,0.823702,0.341738,0.737824,0.315337
110.764,0.992686,0.0148212,7,191,0,-104.157,0.255512,4.1342,0.349225,0.765999,0.777006,0.403228,0.00944085,0.0271971,0.018999,0.255512,4.1342,0.777006,0.349225,0.765999,0.403228
111.001,0.999957,0.0148212,8,255,0,-108.948,0.236269,1.35671,0.362794,0.575106,0.639643,0.0626605,0.00701075,0.0295319,0.0152645,0.236269,1.35671,0.639643,0.362794,0.575106,0.0626605
111.179,0.987473,0.0148212,6,63,0,-105.897,0.220529,1.60455,0.369292,0.619476,0.51753,0.174084,0.00703775,0.0269569,0.0146082,0.220529,1.60455,0.51753,0.369292,0.619476,0.174084
109.828,0.946031,0.0148212,6,63,0,-105.461,0.234904,1.16189,0.364868,0.636763,0.638788,0.236404,0.006726,0.0303697,0.0160269,0.234904,1.16189,0.638788,0.364868,0.636763,0.236404
113.74,0.918011,0.0148212,5,31,0,-106.748,0.228603,1.57126,0.376379,0.664697,0.563723,0.342923,0.00695985,0.0283353,0.0155541,0.228603,1.57126,0.563723,0.376379,0.664697,0.342923
112.945,0.932558,0.0148212,8,511,0,-110.015,0.224278,3.09962,0.39963,0.729363,0.582937,0.535996,0.00703609,0.0285739,0.0145277,0.224278,3.09962,0.582937,0.39963,0.729363,0.535996
114.815,0.996448,0.0148212,8,255,0,-111.589,0.270327,1.9351,0.334565,0.595677,0.73246,0.00682057,0.00874292,0.0219454,0.0177245,0.270327,1.9351,0.73246,0.334565,0.595677,0.00682057
111.917,0.951884,0.0148212,8,255,0,-109.174,0.270872,0.327714,0.309824,0.585346,0.417285,-0.0806679,0.00884508,0.0256673,0.0205557,0.270872,0.327714,0.417285,0.309824,0.585346,-0.0806679
113.438,0.988592,0.0148212,8,255,0,-109.527,0.260647,5.72639,0.341122,0.721853,0.720019,0.302515,0.00807022,0.0232845,0.019221,0.260647,5.72639,0.720019,0.341122,0.721853,0.302515
116.032,0.908681,0.0148212,6,63,0,-111.1,0.267314,2.0592,0.349229,0.664038,0.711354,0.227147,0.00796837,0.0227304,0.0176005,0.267314,2.0592,0.711354,0.349229,0.664038,0.227147
111.178,0.818856,0.0148212,8,511,0,-108.455,0.296172,0.629016,0.335589,0.574935,0.667434,-0.0150075,0.00603383,0.0205561,0.0183625,0.296172,0.629016,0.667434,0.335589,0.574935,-0.0150075
111.817,0.65923,0.0148212,8,255,0,-103.558,0.299149,0.640164,0.348157,0.607216,0.664045,0.096492,0.00600471,0.0199068,0.0172791,0.299149,0.640164,0.664045,0.348157,0.607216,0.096492
112.683,0.999254,0.0148212,7,127,0,-107.813,0.289418,0.504535,0.346286,0.708523,0.644114,0.2843,0.00663267,0.0242259,0.0182977,0.289418,0.504535,0.644114,0.346286,0.708523,0.2843
113.597,0.941044,0.0148212,7,196,1,-109.596,0.267033,1.12436,0.440742,0.797264,0.723462,0.884268,0.00837551,0.0249878,0.0125994,0.267033,1.12436,0.723462,0.440742,0.797264,0.884268
112.884,0.993886,0.0148212,8,255,0,-109.587,0.292279,0.936863,0.333141,0.632019,0.700866,0.0668868,0.00808097,0.0204305,0.0182935,0.292279,0.936863,0.700866,0.333141,0.632019,0.0668868
112.593,0.921222,0.0148212,8,511,0,-108.957,0.341651,0.28129,0.346269,0.642209,0.514973,0.17759,0.00839469,0.0184028,0.0172377,0.341651,0.28129,0.514973,0.346269,0.642209,0.17759
111.533,0.954298,0.0148212,8,255,0,-108.743,0.312631,0.417907,0.365621,0.596987,0.647125,0.0986808,0.00858516,0.0208115,0.0149257,0.312631,0.417907,0.647125,0.365621,0.596987,0.0986808
111.176,0.998925,0.0148212,7,191,0,-102.911,0.352969,0.292522,0.35223,0.616768,0.53681,0.134144,0.00985776,0.0175743,0.0174402,0.352969,0.292522,0.53681,0.35223,0.616768,0.134144
115.884,0.941466,0.0148212,8,383,0,-108.916,0.235084,2.26148,0.394273,0.752834,0.590824,0.566536,0.007911,0.0261929,0.0148066,0.235084,2.26148,0.590824,0.394273,0.752834,0.566536
116.38,0.999352,0.0148212,6,127,0,-113.189,0.242304,2.44453,0.392591,0.718215,0.669122,0.494355,0.00772819,0.0270272,0.0145953,0.242304,2.44453,0.669122,0.392591,0.718215,0.494355
113.805,0.929131,0.0148212,7,255,0,-110.914,0.228342,1.15449,0.354151,0.580866,0.525366,0.0404576,0.00804931,0.0274559,0.0161558,0.228342,1.15449,0.525366,0.354151,0.580866,0.0404576
109.544,0.803487,0.0148212,8,255,0,-104.508,0.232267,4.066,0.377404,0.862582,0.619791,0.651247,0.00824302,0.0250541,0.0161673,0.232267,4.066,0.619791,0.377404,0.862582,0.651247
110.523,0.994265,0.0148212,7,255,0,-101.494,0.229544,4.12544,0.379913,0.902936,0.600691,0.741751,0.00827219,0.0249416,0.0160925,0.229544,4.12544,0.600691,0.379913,0.902936,0.741751
109.744,0.998054,0.0148212,7,191,0,-106.378,0.23419,1.46116,0.432164,0.758466,0.647592,0.822882,0.0114823,0.0281096,0.0130031,0.23419,1.46116,0.647592,0.432164,0.758466,0.822882
108.798,0.9008,0.0148212,7,207,0,-105.384,0.238465,1.92288,0.441374,0.801361,0.652974,0.824603,0.0116724,0.0298853,0.012604,0.238465,1.92288,0.652974,0.441374,0.801361,0.824603
106.346,0.991022,0.0148212,8,255,0,-102.621,0.237582,3.6395,0.381479,0.946258,0.588607,0.763099,0.0139361,0.0265501,0.0179453,0.237582,3.6395,0.588607,0.381479,0.946258,0.763099
107.689,0.871437,0.0148212,7,167,1,-101.427,0.223883,1.3642,0.458695,1.1814,0.603602,1.44155,0.00963469,0.0287523,0.0122565,0.223883,1.3642,0.603602,0.458695,1.1814,1.44155
109.352,0.551934,0.0148212,7,143,0,-101.523,0.235465,1.14911,0.477697,1.07247,0.558784,1.34155,0.0097249,0.0292606,0.0118421,0.235465,1.14911,0.558784,0.477697,1.07247,1.34155
108.961,0.989452,0.0148212,7,127,0,-104.569,0.239987,0.85998,0.484742,0.878229,0.538876,1.14436,0.0100753,0.0281745,0.0103893,0.239987,0.85998,0.538876,0.484742,0.878229,1.14436
113.159,0.884486,0.0148212,8,255,0,-106.996,0.244978,0.868239,0.463,0.886067,0.578424,1.08531,0.0101314,0.0269,0.0111569,0.244978,0.868239,0.578424,0.463,0.886067,1.08531
113.203,0.969788,0.0148212,7,127,0,-111.212,0.228007,1.06283,0.459152,1.02445,0.566606,1.29922,0.00958232,0.0281294,0.0121388,0.228007,1.06283,0.566606,0.459152,1.02445,1.29922
111.999,0.956012,0.0148212,8,255,0,-109.126,0.198656,1.85937,0.443354,1.3681,0.480818,1.5113,0.00897864,0.0311839,0.014546,0.198656,1.85937,0.480818,0.443354,1.3681,1.5113
113.29,0.571929,0.0148212,5,63,0,-111.048,0.19982,1.96059,0.444272,1.324,0.467292,1.44873,0.00903085,0.0316856,0.0146634,0.19982,1.96059,0.467292,0.444272,1.324,1.44873
114.455,0.56257,0.0148212,8,383,0,-108.762,0.252722,1.99683,0.400567,0.662286,0.662996,0.393781,0.00757558,0.0240386,0.0128328,0.252722,1.99683,0.662996,0.400567,0.662286,0.393781
115.877,0.82239,0.0148212,6,75,1,-107.81,0.251358,1.89052,0.411273,0.759895,0.675148,0.686349,0.00748959,0.0247142,0.0136428,0.251358,1.89052,0.675148,0.411273,0.759895,0.686349
109.015,0.990613,0.0148212,8,255,0,-106.659,0.224752,0.504169,0.391074,0.746114,0.395509,0.541532,0.0103587,0.0314067,0.0152614,0.224752,0.504169,0.395509,0.391074,0.746114,0.541532
112.151,0.653786,0.0148212,7,191,0,-104.058,0.233514,2.59179,0.432833,1.08891,0.580587,1.17389,0.00878584,0.0261664,0.0136787,0.233514,2.59179,0.580587,0.432833,1.08891,1.17389
114.706,0.953261,0.0148212,8,255,0,-110.034,0.241958,3.06686,0.370996,0.753739,0.674722,0.482529,0.00868488,0.0278618,0.0172726,0.241958,3.06686,0.674722,0.370996,0.753739,0.482529
113.698,0.998782,0.0148212,6,63,0,-111.281,0.23739,5.16538,0.365537,0.832787,0.633512,0.542118,0.0086891,0.025563,0.0169761,0.23739,5.16538,0.633512,0.365537,0.832787,0.542118
116.024,0.962195,0.0148212,7,127,0,-110.737,0.260023,2.15402,0.382748,0.704416,0.718244,0.445631,0.00856636,0.0245562,0.015371,0.260023,2.15402,0.718244,0.382748,0.704416,0.445631
113.621,0.919212,0.0148212,8,255,0,-111.745,0.22933,3.0587,0.319009,0.596345,0.646248,-0.0216299,0.00929909,0.0293517,0.0202531,0.22933,3.0587,0.646248,0.319009,0.596345,-0.0216299
113.054,0.99981,0.0148212,7,191,0,-107.846,0.234811,3.28891,0.306005,0.569243,0.637934,-0.106708,0.00925992,0.0284849,0.0217553,0.234811,3.28891,0.637934,0.306005,0.569243,-0.106708
113.924,0.995883,0.0148212,8,255,0,-111.425,0.237574,1.94906,0.321975,0.542121,0.623579,-0.191562,0.00761587,0.0274288,0.0177497,0.237574,1.94906,0.623579,0.321975,0.542121,-0.191562
113.179,0.976538,0.0148212,8,511,0,-110.883,0.264441,2.79855,0.383437,0.846117,0.695816,0.686359,0.00874542,0.0233036,0.0171669,0.264441,2.79855,0.695816,0.383437,0.846117,0.686359
113.143,0.623226,0.0148212,6,111,0,-108.824,0.266004,1.8692,0.384277,0.836368,0.745158,0.609757,0.00920493,0.024781,0.015688,0.266004,1.8692,0.745158,0.384277,0.836368,0.609757
111.588,0.904111,0.0148212,7,255,0,-106.347,0.318898,1.76017,0.334682,0.596296,0.862276,0.0217713,0.00773776,0.0171886,0.0183738,0.318898,1.76017,0.862276,0.334682,0.596296,0.0217713
111.2,0.973045,0.0148212,8,511,0,-107.934,0.186024,1.67285,0.482262,1.17428,0.462549,1.57566,0.0104797,0.0358208,0.0123868,0.186024,1.67285,0.462549,0.482262,1.17428,1.57566
112.421,0.468066,0.0148212,7,255,0,-107.89,0.193004,1.67978,0.472724,1.08812,0.479762,1.41897,0.0101934,0.0342168,0.0122054,0.193004,1.67978,0.479762,0.472724,1.08812,1.41897
112.201,0.986044,0.0148212,7,127,0,-109.689,0.194241,3.97411,0.480516,1.00523,0.51823,1.35606,0.0101496,0.033864,0.0113941,0.194241,3.97411,0.51823,0.480516,1.00523,1.35606
114.319,0.899693,0.0148212,7,255,0,-107.723,0.249103,1.82139,0.386506,0.927606,0.643061,0.770623,0.00784147,0.0260124,0.0168015,0.249103,1.82139,0.643061,0.386506,0.927606,0.770623
111.674,0.98813,0.0148212,7,255,0,-109.954,0.255606,0.627509,0.452407,0.904922,0.592553,1.06407,0.007164,0.0258749,0.0113959,0.255606,0.627509,0.592553,0.452407,0.904922,1.06407
110.88,0.717388,0.0148212,8,255,0,-106.548,0.280287,2.62099,0.334259,0.767368,0.80396,0.305882,0.0108627,0.0220054,0.0190841,0.280287,2.62099,0.80396,0.334259,0.767368,0.305882
109.032,0.975517,0.0148212,7,127,0,-106.56,0.271185,1.70321,0.330986,0.969299,0.697312,0.51293,0.0100736,0.0214922,0.0208032,0.271185,1.70321,0.697312,0.330986,0.969299,0.51293
112.267,0.991565,0.0148212,8,255,0,-107.689,0.249598,3.77086,0.354293,0.558719,0.73167,-0.0116798,0.0098911,0.0263962,0.0155747,0.249598,3.77086,0.73167,0.354293,0.558719,-0.0116798
112.288,0.917629,0.0148212,7,127,0,-108.995,0.250461,4.64971,0.354084,0.587214,0.646177,0.0681156,0.00884252,0.0228898,0.0160792,0.250461,4.64971,0.646177,0.354084,0.587214,0.0681156
111.716,0.99508,0.0148212,7,127,0,-109.833,0.250439,5.81159,0.350255,0.588233,0.656443,0.0308865,0.00931718,0.0229241,0.0161794,0.250439,5.81159,0.656443,0.350255,0.588233,0.0308865
113.341,0.977058,0.0148212,8,255,0,-108.055,0.280197,0.417648,0.43756,0.822223,0.504936,0.858582,0.00709646,0.0233399,0.0119771,0.280197,0.417648,0.504936,0.43756,0.822223,0.858582
111.798,0.877466,0.0148212,5,31,0,-105.2,0.274855,0.442455,0.438829,0.872286,0.488091,0.949327,0.00716221,0.0229936,0.0120892,0.274855,0.442455,0.488091,0.438829,0.872286,0.949327
111.958,0.942929,0.0148212,7,255,0,-106.314,0.261135,0.595529,0.43373,0.944013,0.599166,1.04501,0.00822304,0.0284682,0.0145556,0.261135,0.595529,0.599166,0.43373,0.944013,1.04501
113.189,0.782337,0.0148212,8,319,0,-108.157,0.249823,2.95881,0.392356,0.662231,0.72584,0.430003,0.00884688,0.0258726,0.0148053,0.249823,2.95881,0.72584,0.392356,0.662231,0.430003
114.955,0.961261,0.0148212,6,63,0,-111.346,0.250284,3.17438,0.386432,0.743142,0.702861,0.499948,0.00877376,0.0262256,0.0154476,0.250284,3.17438,0.702861,0.386432,0.743142,0.499948
113.171,0.799838,0.0148212,7,255,0,-109.689,0.253098,2.76818,0.322677,0.736504,0.707454,0.23043,0.00961749,0.0250782,0.0207078,0.253098,2.76818,0.707454,0.322677,0.736504,0.23043
112.888,0.897347,0.0148212,7,255,0,-108.162,0.249188,2.05539,0.342392,0.801794,0.66872,0.450563,0.00964733,0.0266314,0.0208491,0.249188,2.05539,0.66872,0.342392,0.801794,0.450563
112.775,0.897237,0.0148212,7,127,0,-110.235,0.244277,3.52689,0.339728,0.789605,0.669482,0.407917,0.0104343,0.0260932,0.0201107,0.244277,3.52689,0.669482,0.339728,0.789605,0.407917
110.026,0.686928,0.0148212,8,255,0,-103.825,0.264685,3.04704,0.301409,0.515884,0.741903,-0.362199,0.00820317,0.0230513,0.0192507,0.264685,3.04704,0.741903,0.301409,0.515884,-0.362199
109.085,0.988754,0.0148212,8,255,0,-106.849,0.220127,1.56259,0.282006,0.52833,0.578782,-0.328045,0.0106978,0.0296462,0.0216061,0.220127,1.56259,0.578782,0.282006,0.52833,-0.328045
115.022,0.922879,0.0148212,8,255,0,-105.407,0.271205,1.34283,0.349275,0.61644,0.679883,0.111737,0.00826746,0.0224612,0.0170298,0.271205,1.34283,0.679883,0.349275,0.61644,0.111737
114.834,0.990812,0.0148212,7,255,0,-112.259,0.262583,1.15249,0.32898,0.542924,0.674242,-0.134087,0.00731624,0.0238989,0.0178983,0.262583,1.15249,0.674242,0.32898,0.542924,-0.134087
114.927,0.965821,0.0148212,8,255,0,-112.5,0.242269,2.58155,0.344305,0.705269,0.669662,0.288481,0.00936374,0.0263905,0.0185622,0.242269,2.58155,0.669662,0.344305,0.705269,0.288481
113.288,0.895644,0.0148212,8,255,0,-111.005,0.234037,2.31675,0.417509,0.716023,0.618969,0.617642,0.00803842,0.0281877,0.0134377,0.234037,2.31675,0.618969,0.417509,0.716023,0.617642
111.413,0.994029,0.0148212,7,223,0,-108.527,0.264712,2.61801,0.382292,0.883434,0.710218,0.636313,0.0087537,0.0225461,0.0150148,0.264712,2.61801,0.710218,0.382292,0.883434,0.636313
111.066,0.828602,0.0148212,8,255,0,-105.689,0.266927,0.512316,0.422866,0.780631,0.545895,0.822165,0.00905219,0.0255405,0.0145236,0.266927,0.512316,0.545895,0.422866,0.780631,0.822165
113.112,0.875018,0.0148212,6,95,0,-106.261,0.264994,0.375996,0.390208,0.934097,0.460632,0.836588,0.00821464,0.0261146,0.0169701,0.264994,0.375996,0.460632,0.390208,0.934097,0.836588
111.701,0.699278,0.0148212,8,255,0,-108.006,0.24915,1.51767,0.432014,0.767724,0.655119,0.707336,0.00818178,0.0245748,0.0113243,0.24915,1.51767,0.655119,0.432014,0.767724,0.707336
114.829,0.936331,0.0148212,7,255,0,-109.256,0.274735,1.17276,0.431163,0.870945,0.699718,0.9663,0.00874411,0.0225728,0.0136887,0.274735,1.17276,0.699718,0.431163,0.870945,0.9663
115.227,0.598501,0.0148212,8,255,0,-112.989,0.271612,1.61608,0.422544,0.894151,0.707703,0.950809,0.00838776,0.0217285,0.0137298,0.271612,1.61608,0.707703,0.422544,0.894151,0.950809
115.844,0.798421,0.0148212,8,255,0,-112.512,0.234129,2.94526,0.441239,0.909309,0.633857,1.03769,0.00838228,0.0276503,0.0132476,0.234129,2.94526,0.633857,0.441239,0.909309,1.03769
115.481,0.873985,0.0148212,6,127,0,-113.152,0.237016,2.11194,0.427122,0.931394,0.629542,0.974632,0.00817716,0.026616,0.0131645,0.237016,2.11194,0.629542,0.427122,0.931394,0.974632
112.399,0.852244,0.0148212,6,63,0,-110.544,0.22648,7.30151,0.450432,1.0958,0.63172,1.29133,0.00821198,0.0280302,0.0130866,0.22648,7.30151,0.63172,0.450432,1.0958,1.29133
112.399,0.0191096,0.0148212,6,63,0,-108.528,0.22648,7.30151,0.450432,1.0958,0.63172,1.29133,0.00821198,0.0280302,0.0130866,0.22648,7.30151,0.63172,0.450432,1.0958,1.29133
115.516,0.355619,0.0148212,8,255,0,-110.209,0.211837,2.45512,0.428644,1.02046,0.535105,1.09973,0.00801172,0.0297795,0.0139594,0.211837,2.45512,0.535105,0.428644,1.02046,1.09973
114.486,0.954971,0.0148212,5,47,0,-111.953,0.212411,2.28635,0.441504,0.977611,0.545159,1.16112,0.00792171,0.0307072,0.014119,0.212411,2.28635,0.545159,0.441504,0.977611,1.16112
113.442,0.996865,0.0148212,8,255,0,-111.061,0.198753,2.60292,0.43746,1.02848,0.499261,1.14021,0.00987656,0.0330131,0.0139691,0.198753,2.60292,0.499261,0.43746,1.02848,1.14021
